,image_url,Id,Names,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
209,https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,0157,Typhlosion,Fire,,534,78,84,78,109,85,100
210,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png,0157,Typhlosion Hisuian Typhlosion,Fire,Ghost,534,73,84,78,119,85,95
211,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,0158,Totodile,Water,,314,50,65,64,44,48,43
212,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,0159,Croconaw,Water,,405,65,80,80,59,63,58
213,https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,0160,Feraligatr,Water,,530,85,105,100,79,83,78
214,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,0161,Sentret,Normal,,215,35,46,34,35,45,20
215,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,0162,Furret,Normal,,415,85,76,64,45,55,90
216,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,0163,Hoothoot,Normal,Flying,262,60,30,30,36,56,50
217,https://img.pokemondb.net/sprites/sword-shield/icon/noctowl.png,0164,Noctowl,Normal,Flying,452,100,50,50,86,96,70
218,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,0165,Ledyba,Bug,Flying,265,40,20,30,40,80,55
219,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png,0166,Ledian,Bug,Flying,390,55,35,50,55,110,85
220,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png,0167,Spinarak,Bug,Poison,250,40,60,40,40,40,30
221,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,0168,Ariados,Bug,Poison,400,70,90,70,60,70,40
222,https://img.pokemondb.net/sprites/sword-shield/icon/crobat.png,0169,Crobat,Poison,Flying,535,85,90,80,70,80,130
223,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,0170,Chinchou,Water,Electric,330,75,38,38,56,56,67
224,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,0171,Lanturn,Water,Electric,460,125,58,58,76,76,67
225,https://img.pokemondb.net/sprites/sword-shield/icon/pichu.png,0172,Pichu,Electric,,205,20,40,15,35,35,60
226,https://img.pokemondb.net/sprites/sword-shield/icon/cleffa.png,0173,Cleffa,Fairy,,218,50,25,28,45,55,15
227,https://img.pokemondb.net/sprites/sword-shield/icon/igglybuff.png,0174,Igglybuff,Normal,Fairy,210,90,30,15,40,20,15
228,https://img.pokemondb.net/sprites/sword-shield/icon/togepi.png,0175,Togepi,Fairy,,245,35,20,65,40,65,20
229,https://img.pokemondb.net/sprites/sword-shield/icon/togetic.png,0176,Togetic,Fairy,Flying,405,55,40,85,80,105,40
230,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,0177,Natu,Psychic,Flying,320,40,50,45,70,45,70
231,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,0178,Xatu,Psychic,Flying,470,65,75,70,95,70,95
232,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,0179,Mareep,Electric,,280,55,40,40,65,45,35
233,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,0180,Flaaffy,Electric,,365,70,55,55,80,60,45
234,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,0181,Ampharos,Electric,,510,90,75,85,115,90,55
235,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,0181,Ampharos Mega Ampharos,Electric,Dragon,610,90,95,105,165,110,45
236,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,0182,Bellossom,Grass,,490,75,80,95,90,100,50
237,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,0183,Marill,Water,Fairy,250,70,20,50,20,50,40
238,https://img.pokemondb.net/sprites/sword-shield/icon/azumarill.png,0184,Azumarill,Water,Fairy,420,100,50,80,60,80,50
239,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,0185,Sudowoodo,Rock,,410,70,100,115,30,65,30
240,https://img.pokemondb.net/sprites/sword-shield/icon/politoed.png,0186,Politoed,Water,,500,90,75,75,90,100,70
241,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,0187,Hoppip,Grass,Flying,250,35,35,40,35,55,50
242,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,0188,Skiploom,Grass,Flying,340,55,45,50,45,65,80
243,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,0189,Jumpluff,Grass,Flying,460,75,55,70,55,95,110
244,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,0190,Aipom,Normal,,360,55,70,55,40,55,85
245,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,0191,Sunkern,Grass,,180,30,30,30,30,30,30
246,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,0192,Sunflora,Grass,,425,75,75,55,105,85,30
247,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,0193,Yanma,Bug,Flying,390,65,65,45,75,45,95
248,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,0194,Wooper,Water,Ground,210,55,45,45,25,25,15
249,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png,0194,Wooper Paldean Wooper,Poison,Ground,210,55,45,45,25,25,15
250,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,0195,Quagsire,Water,Ground,430,95,85,85,65,65,35
251,https://img.pokemondb.net/sprites/sword-shield/icon/espeon.png,0196,Espeon,Psychic,,525,65,65,60,130,95,110
252,https://img.pokemondb.net/sprites/sword-shield/icon/umbreon.png,0197,Umbreon,Dark,,525,95,65,110,60,130,65
253,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,0198,Murkrow,Dark,Flying,405,60,85,42,85,42,91
254,https://img.pokemondb.net/sprites/sword-shield/icon/slowking.png,0199,Slowking,Water,Psychic,490,95,75,80,100,110,30
255,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,0199,Slowking Galarian Slowking,Poison,Psychic,490,95,65,80,110,110,30
256,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,0200,Misdreavus,Ghost,,435,60,60,60,85,85,85
257,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,0201,Unown,Psychic,,336,48,72,48,72,48,48
258,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,0202,Wobbuffet,Psychic,,405,190,33,58,33,58,33
259,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,0203,Girafarig,Normal,Psychic,455,70,80,65,90,65,85
260,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,0204,Pineco,Bug,,290,50,65,90,35,35,15
261,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,0205,Forretress,Bug,Steel,465,75,90,140,60,60,40
262,https://img.pokemondb.net/sprites/sword-shield/icon/dunsparce.png,0206,Dunsparce,Normal,,415,100,70,70,65,65,45
263,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,0207,Gligar,Ground,Flying,430,65,75,105,35,65,85
264,https://img.pokemondb.net/sprites/sword-shield/icon/steelix.png,0208,Steelix,Steel,Ground,510,75,85,200,55,65,30
265,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,0208,Steelix Mega Steelix,Steel,Ground,610,75,125,230,55,95,30
266,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,0209,Snubbull,Fairy,,300,60,80,50,40,40,30
267,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,0210,Granbull,Fairy,,450,90,120,75,60,60,45
268,https://img.pokemondb.net/sprites/sword-shield/icon/qwilfish.png,0211,Qwilfish,Water,Poison,440,65,95,85,55,55,85
269,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png,0211,Qwilfish Hisuian Qwilfish,Dark,Poison,440,65,95,85,55,55,85
270,https://img.pokemondb.net/sprites/sword-shield/icon/scizor.png,0212,Scizor,Bug,Steel,500,70,130,100,55,80,65
271,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,0212,Scizor Mega Scizor,Bug,Steel,600,70,150,140,65,100,75
272,https://img.pokemondb.net/sprites/sword-shield/icon/shuckle.png,0213,Shuckle,Bug,Rock,505,20,10,230,10,230,5
273,https://img.pokemondb.net/sprites/sword-shield/icon/heracross.png,0214,Heracross,Bug,Fighting,500,80,125,75,40,95,85
274,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,0214,Heracross Mega Heracross,Bug,Fighting,600,80,185,115,40,105,75
275,https://img.pokemondb.net/sprites/sword-shield/icon/sneasel.png,0215,Sneasel,Dark,Ice,430,55,95,55,35,75,115
276,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png,0215,Sneasel Hisuian Sneasel,Fighting,Poison,430,55,95,55,35,75,115
277,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,0216,Teddiursa,Normal,,330,60,80,50,50,50,40
278,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,0217,Ursaring,Normal,,500,90,130,75,75,75,55
279,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,0218,Slugma,Fire,,250,40,40,40,70,40,20
280,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,0219,Magcargo,Fire,Rock,430,60,50,120,90,80,30
281,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,0220,Swinub,Ice,Ground,250,50,50,40,30,30,50
282,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,0221,Piloswine,Ice,Ground,450,100,100,80,60,60,50
283,https://img.pokemondb.net/sprites/sword-shield/icon/corsola.png,0222,Corsola,Water,Rock,410,65,55,95,65,95,35
284,https://img.pokemondb.net/sprites/sword-shield/icon/corsola-galarian.png,0222,Corsola Galarian Corsola,Ghost,,410,60,55,100,65,100,30
285,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,0223,Remoraid,Water,,300,35,65,35,65,35,65
286,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,0224,Octillery,Water,,480,75,105,75,105,75,45
287,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,0225,Delibird,Ice,Flying,330,45,55,45,65,45,75
288,https://img.pokemondb.net/sprites/sword-shield/icon/mantine.png,0226,Mantine,Water,Flying,485,85,40,70,80,140,70
289,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,0227,Skarmory,Steel,Flying,465,65,80,140,40,70,70
290,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,0228,Houndour,Dark,Fire,330,45,60,30,80,50,65
291,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,0229,Houndoom,Dark,Fire,500,75,90,50,110,80,95
292,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,0229,Houndoom Mega Houndoom,Dark,Fire,600,75,90,90,140,90,115
293,https://img.pokemondb.net/sprites/sword-shield/icon/kingdra.png,0230,Kingdra,Water,Dragon,540,75,95,95,95,95,85
294,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,0231,Phanpy,Ground,,330,90,60,60,40,40,40
295,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,0232,Donphan,Ground,,500,90,120,120,60,60,50
296,https://img.pokemondb.net/sprites/sword-shield/icon/porygon2.png,0233,Porygon2,Normal,,515,85,80,90,105,95,60
297,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,0234,Stantler,Normal,,465,73,95,62,85,65,85
298,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,0235,Smeargle,Normal,,250,55,20,35,20,45,75
299,https://img.pokemondb.net/sprites/sword-shield/icon/tyrogue.png,0236,Tyrogue,Fighting,,210,35,35,35,35,35,35
300,https://img.pokemondb.net/sprites/sword-shield/icon/hitmontop.png,0237,Hitmontop,Fighting,,455,50,95,95,35,110,70
301,https://img.pokemondb.net/sprites/sword-shield/icon/smoochum.png,0238,Smoochum,Ice,Psychic,305,45,30,15,85,65,65
302,https://img.pokemondb.net/sprites/sword-shield/icon/elekid.png,0239,Elekid,Electric,,360,45,63,37,65,55,95
303,https://img.pokemondb.net/sprites/sword-shield/icon/magby.png,0240,Magby,Fire,,365,45,75,37,70,55,83
304,https://img.pokemondb.net/sprites/sword-shield/icon/miltank.png,0241,Miltank,Normal,,490,95,80,105,40,70,100
305,https://img.pokemondb.net/sprites/sword-shield/icon/blissey.png,0242,Blissey,Normal,,540,255,10,10,75,135,55
306,https://img.pokemondb.net/sprites/sword-shield/icon/raikou.png,0243,Raikou,Electric,,580,90,85,75,115,100,115
307,https://img.pokemondb.net/sprites/sword-shield/icon/entei.png,0244,Entei,Fire,,580,115,115,85,90,75,100
308,https://img.pokemondb.net/sprites/sword-shield/icon/suicune.png,0245,Suicune,Water,,580,100,75,115,90,115,85
309,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,0246,Larvitar,Rock,Ground,300,50,64,50,45,50,41
310,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,0247,Pupitar,Rock,Ground,410,70,84,70,65,70,51
311,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar.png,0248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61
312,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,0248,Tyranitar Mega Tyranitar,Rock,Dark,700,100,164,150,95,120,71
313,https://img.pokemondb.net/sprites/sword-shield/icon/lugia.png,0249,Lugia,Psychic,Flying,680,106,90,130,90,154,110
314,https://img.pokemondb.net/sprites/sword-shield/icon/ho-oh.png,0250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90
315,https://img.pokemondb.net/sprites/sword-shield/icon/celebi.png,0251,Celebi,Psychic,Grass,600,100,100,100,100,100,100
316,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,0252,Treecko,Grass,,310,40,45,35,65,55,70
317,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,0253,Grovyle,Grass,,405,50,65,45,85,65,95
318,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile.png,0254,Sceptile,Grass,,530,70,85,65,105,85,120
319,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,0254,Sceptile Mega Sceptile,Grass,Dragon,630,70,110,75,145,85,145
320,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,0255,Torchic,Fire,,310,45,60,40,70,50,45
321,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,0256,Combusken,Fire,Fighting,405,60,85,60,85,60,55
322,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken.png,0257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80
323,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,0257,Blaziken Mega Blaziken,Fire,Fighting,630,80,160,80,130,80,100
324,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,0258,Mudkip,Water,,310,50,70,50,50,50,40
325,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,0259,Marshtomp,Water,Ground,405,70,85,70,60,70,50
326,https://img.pokemondb.net/sprites/sword-shield/icon/swampert.png,0260,Swampert,Water,Ground,535,100,110,90,85,90,60
327,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,0260,Swampert Mega Swampert,Water,Ground,635,100,150,110,95,110,70
328,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,0261,Poochyena,Dark,,220,35,55,35,30,30,35
329,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,0262,Mightyena,Dark,,420,70,90,70,60,60,70
330,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,0263,Zigzagoon,Normal,,240,38,30,41,30,41,60
331,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,0263,Zigzagoon Galarian Zigzagoon,Dark,Normal,240,38,30,41,30,41,60
332,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,0264,Linoone,Normal,,420,78,70,61,50,61,100
333,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,0264,Linoone Galarian Linoone,Dark,Normal,420,78,70,61,50,61,100
334,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,0265,Wurmple,Bug,,195,45,45,35,20,30,20
335,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,0266,Silcoon,Bug,,205,50,35,55,25,25,15
336,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,0267,Beautifly,Bug,Flying,395,60,70,50,100,50,65
337,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,0268,Cascoon,Bug,,205,50,35,55,25,25,15
338,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,0269,Dustox,Bug,Poison,385,60,50,70,50,90,65
339,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,0270,Lotad,Water,Grass,220,40,30,30,40,50,30
340,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,0271,Lombre,Water,Grass,340,60,50,50,60,70,50
341,https://img.pokemondb.net/sprites/sword-shield/icon/ludicolo.png,0272,Ludicolo,Water,Grass,480,80,70,70,90,100,70
342,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,0273,Seedot,Grass,,220,40,40,50,30,30,30
343,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,0274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60
344,https://img.pokemondb.net/sprites/sword-shield/icon/shiftry.png,0275,Shiftry,Grass,Dark,480,90,100,60,90,60,80
345,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,0276,Taillow,Normal,Flying,270,40,55,30,30,30,85
346,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,0277,Swellow,Normal,Flying,455,60,85,60,75,50,125
347,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,0278,Wingull,Water,Flying,270,40,30,30,55,30,85
348,https://img.pokemondb.net/sprites/sword-shield/icon/pelipper.png,0279,Pelipper,Water,Flying,440,60,50,100,95,70,65
349,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,0280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40
350,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,0281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50
351,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir.png,0282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80
352,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,0282,Gardevoir Mega Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100
353,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,0283,Surskit,Bug,Water,269,40,30,32,50,52,65
354,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,0284,Masquerain,Bug,Flying,454,70,60,62,100,82,80
355,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,0285,Shroomish,Grass,,295,60,40,60,40,60,35
356,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,0286,Breloom,Grass,Fighting,460,60,130,80,60,60,70
357,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,0287,Slakoth,Normal,,280,60,60,60,35,35,30
358,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,0288,Vigoroth,Normal,,440,80,80,80,55,55,90
359,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,0289,Slaking,Normal,,670,150,160,100,95,65,100
360,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,0290,Nincada,Bug,Ground,266,31,45,90,30,30,40
361,https://img.pokemondb.net/sprites/sword-shield/icon/ninjask.png,0291,Ninjask,Bug,Flying,456,61,90,45,50,50,160
362,https://img.pokemondb.net/sprites/sword-shield/icon/shedinja.png,0292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40
363,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,0293,Whismur,Normal,,240,64,51,23,51,23,28
364,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,0294,Loudred,Normal,,360,84,71,43,71,43,48
365,https://img.pokemondb.net/sprites/sword-shield/icon/exploud.png,0295,Exploud,Normal,,490,104,91,63,91,73,68
366,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,0296,Makuhita,Fighting,,237,72,60,30,20,30,25
367,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,0297,Hariyama,Fighting,,474,144,120,60,40,60,50
368,https://img.pokemondb.net/sprites/sword-shield/icon/azurill.png,0298,Azurill,Normal,Fairy,190,50,20,40,20,40,20
369,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,0299,Nosepass,Rock,,375,30,45,135,45,90,30
370,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,0300,Skitty,Normal,,260,50,45,45,35,35,50
371,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,0301,Delcatty,Normal,,400,70,65,65,55,55,90
372,https://img.pokemondb.net/sprites/sword-shield/icon/sableye.png,0302,Sableye,Dark,Ghost,380,50,75,75,65,65,50
373,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,0302,Sableye Mega Sableye,Dark,Ghost,480,50,85,125,85,115,20
374,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,0303,Mawile,Steel,Fairy,380,50,85,85,55,55,50
375,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,0303,Mawile Mega Mawile,Steel,Fairy,480,50,105,125,55,95,50
376,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,0304,Aron,Steel,Rock,330,50,70,100,40,40,30
377,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,0305,Lairon,Steel,Rock,430,60,90,140,50,50,40
378,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,0306,Aggron,Steel,Rock,530,70,110,180,60,60,50
379,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,0306,Aggron Mega Aggron,Steel,,630,70,140,230,60,80,50
380,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,0307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60
381,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,0308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80
382,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,0308,Medicham Mega Medicham,Fighting,Psychic,510,60,100,85,80,85,100
383,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,0309,Electrike,Electric,,295,40,45,40,65,40,65
384,https://img.pokemondb.net/sprites/sword-shield/icon/manectric.png,0310,Manectric,Electric,,475,70,75,60,105,60,105
385,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,0310,Manectric Mega Manectric,Electric,,575,70,75,80,135,80,135
386,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,0311,Plusle,Electric,,405,60,50,40,85,75,95
387,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,0312,Minun,Electric,,405,60,40,50,75,85,95
388,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,0313,Volbeat,Bug,,430,65,73,75,47,85,85
389,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,0314,Illumise,Bug,,430,65,47,75,73,85,85
390,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,0315,Roselia,Grass,Poison,400,50,60,45,100,80,65
391,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,0316,Gulpin,Poison,,302,70,43,53,43,53,40
392,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,0317,Swalot,Poison,,467,100,73,83,73,83,55
393,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,0318,Carvanha,Water,Dark,305,45,90,20,65,20,65
394,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo.png,0319,Sharpedo,Water,Dark,460,70,120,40,95,40,95
395,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,0319,Sharpedo Mega Sharpedo,Water,Dark,560,70,140,70,110,65,105
396,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,0320,Wailmer,Water,,400,130,70,35,70,35,60
397,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,0321,Wailord,Water,,500,170,90,45,90,45,60
398,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,0322,Numel,Fire,Ground,305,60,60,40,65,45,35
399,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,0323,Camerupt,Fire,Ground,460,70,100,70,105,75,40
400,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,0323,Camerupt Mega Camerupt,Fire,Ground,560,70,120,100,145,105,20
401,https://img.pokemondb.net/sprites/sword-shield/icon/torkoal.png,0324,Torkoal,Fire,,470,70,85,140,85,70,20
402,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,0325,Spoink,Psychic,,330,60,25,35,70,80,60
403,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,0326,Grumpig,Psychic,,470,80,45,65,90,110,80
404,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,0327,Spinda,Normal,,360,60,60,60,60,60,60
405,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,0328,Trapinch,Ground,,290,45,100,45,45,45,10
406,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,0329,Vibrava,Ground,Dragon,340,50,70,50,50,50,70
407,https://img.pokemondb.net/sprites/sword-shield/icon/flygon.png,0330,Flygon,Ground,Dragon,520,80,100,80,80,80,100
408,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,0331,Cacnea,Grass,,335,50,85,40,85,40,35
409,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,0332,Cacturne,Grass,Dark,475,70,115,60,115,60,55
410,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,0333,Swablu,Normal,Flying,310,45,40,60,40,75,50
411,https://img.pokemondb.net/sprites/sword-shield/icon/altaria.png,0334,Altaria,Dragon,Flying,490,75,70,90,70,105,80
412,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,0334,Altaria Mega Altaria,Dragon,Fairy,590,75,110,110,110,105,80
413,https://img.pokemondb.net/sprites/sword-shield/icon/zangoose.png,0335,Zangoose,Normal,,458,73,115,60,60,60,90
414,https://img.pokemondb.net/sprites/sword-shield/icon/seviper.png,0336,Seviper,Poison,,458,73,100,60,100,60,65
415,https://img.pokemondb.net/sprites/sword-shield/icon/lunatone.png,0337,Lunatone,Rock,Psychic,460,90,55,65,95,85,70
416,https://img.pokemondb.net/sprites/sword-shield/icon/solrock.png,0338,Solrock,Rock,Psychic,460,90,95,85,55,65,70
417,https://img.pokemondb.net/sprites/sword-shield/icon/barboach.png,0339,Barboach,Water,Ground,288,50,48,43,46,41,60
418,https://img.pokemondb.net/sprites/sword-shield/icon/whiscash.png,0340,Whiscash,Water,Ground,468,110,78,73,76,71,60
419,https://img.pokemondb.net/sprites/sword-shield/icon/corphish.png,0341,Corphish,Water,,308,43,80,65,50,35,35
420,https://img.pokemondb.net/sprites/sword-shield/icon/crawdaunt.png,0342,Crawdaunt,Water,Dark,468,63,120,85,90,55,55
421,https://img.pokemondb.net/sprites/sword-shield/icon/baltoy.png,0343,Baltoy,Ground,Psychic,300,40,40,55,40,70,55
422,https://img.pokemondb.net/sprites/sword-shield/icon/claydol.png,0344,Claydol,Ground,Psychic,500,60,70,105,70,120,75
423,https://img.pokemondb.net/sprites/sword-shield/icon/lileep.png,0345,Lileep,Rock,Grass,355,66,41,77,61,87,23
424,https://img.pokemondb.net/sprites/sword-shield/icon/cradily.png,0346,Cradily,Rock,Grass,495,86,81,97,81,107,43
